,Canonical_smiles,Murcko,ClassI,No
5707,O[C@H](COc1cc(O)ccc1NC(=O)NC2CC2)CN3CCC4(CC3)Cc5cc(F)ccc5O4,O=C(Nc1ccccc1OCCCN1CCC2(CC1)Cc1ccccc1O2)NC1CC1,1,6791
3743,CN([C@@H]1CCN(C1)C2CCCCC2)C(=O)c3ccc(cc3)n4c(C)nc5ccccc45,O=C(NC1CCN(C2CCCCC2)C1)c1ccc(-n2cnc3ccccc32)cc1,1,6792
639,CN1CCN(CCCN([C@@H]2CC[C@@]3(C[C@H]23)c4ccc5c(N)noc5c4)C(=O)Nc6ccc(F)c(c6)C(F)(F)F)CC1,O=C(Nc1ccccc1)N(CCCN1CCNCC1)C1CCC2(c3ccc4cnoc4c3)CC12,1,6793
1039,Cc1oc2c(C)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,c1cc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,6795
8002,OC[C@@H](OC(=O)N1C[C@@H]2[C@H](C1)[C@H]2c3ccn(n3)c4ccc(F)cc4)C(F)(F)F,c1ccc(-n2ccc(C3C4CNCC43)n2)cc1,0,6796
6970,CCCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncc(c5)C#CC,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1,1,6797
149,CN(C)CCCN1c2ccccc2Sc3ccccc13,c1ccc2c(c1)Nc1ccccc1S2,0,6798
2599,CN1CCN(CC1)c2nc3c(N4CCN(Cc5cc(C)on5)CC4)c(Br)cnc3[nH]2,c1cc(N2CCN(Cc3ccon3)CC2)c2nc(N3CCNCC3)[nH]c2n1,1,6799
4995,CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1Cl,c1ccc(Nc2cnccn2)nc1,1,6800
5125,FC(F)(F)c1ccc2ncnc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5ccccc5)c2c1,O=C(CNc1ncnc2ccccc12)NC1CN(C2CCC(c3ccccc3)CC2)C1,1,6801
2455,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4C[C@@H]5C[C@@]5(C4)c6ccc(Br)cc6)n3C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,6802
2023,CN(CCN1CCN(C1=O)c2cccc(Cl)c2)Cc3cc4ccccc4s3,O=C1N(CCNCc2cc3ccccc3s2)CCN1c1ccccc1,1,6803
5674,CCCCCCCN(CC)CCCCc1ccc(Cl)cc1,c1ccccc1,1,6804
5309,CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4cccc(Cl)c4,c1ccc(C2(COCc3cccc(C4CC4)n3)CCNCC2)cc1,1,6805
3792,CN(C)CC(=O)N1CCC(CC1)c2ccc(NC(=O)c3nc(c[nH]3)C#N)c(c2)C4=CCCCC4,O=C(Nc1ccc(C2CCNCC2)cc1C1=CCCCC1)c1ncc[nH]1,1,6806
4831,CC(C)(C)C(=O)N1CCC(CC1)c2ccc(cc2C(F)(F)F)C(=O)NC(=N)N,c1ccc(C2CCNCC2)cc1,0,6807
1626,[Na+].CN(CS(=O)(=O)[O-])C1=C(C)N(C)N(C1=O)c2ccccc2,O=c1cc[nH]n1-c1ccccc1,0,6808
4018,CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2c3ccc(cc3Cl)c4ccccc4CCNC(=O)C,O=c1cc(C2CCNCC2c2ccc(-c3ccccc3)cc2)cc[nH]1,1,6809
2710,CC(C)(C)c1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4Cl)C3,c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1,1,6810
281,Cc1ccc(cc1)C(=O)c2ccc(CC(=O)O)n2C,O=C(c1ccccc1)c1ccc[nH]1,0,6811
2233,C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)N4CCOCC4,O=S(=O)(c1ccc(-c2ccc(CCN3CCCC3)cc2)cc1)N1CCOCC1,1,6812
7570,Fc1cc(ccc1OCCCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)C#N,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,6813
4659,C1CCN(C1)[C@H]([C@@H](N2CCCC2)c3ccccc3)c4ccccc4,c1ccc(C(C(c2ccccc2)N2CCCC2)N2CCCC2)cc1,0,6814
4123,FC(F)(F)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCC3)cc2)cc1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,0,6815
3548,Cc1[nH]c2ccccc2c1CCN(CCF)Cc3ccc(\C=C\C(=O)NO)cc3,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,1,6816
3476,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5,O=C(c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1)N1CCOCC1,1,6817
1054,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,O=C(Oc1ccc2c(c1)CCC1C2CCC2CCCC21)c1ccccc1,0,6818
6356,Cc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(=O)N)c1,O=S1(=O)CCCC(Nc2cncc(Nc3ccccn3)c2)C1,0,6819
3580,CC1CCCN1CCc2ccc3nc(ccc3c2)c4cccs4,c1csc(-c2ccc3cc(CCN4CCCC4)ccc3n2)c1,1,6820
2940,Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5cccc(c5)C(F)(F)F)n2C,c1ccc(C23CCN(CCCSc4nnc(-c5cnco5)[nH]4)CC2C3)cc1,1,6821
6092,F[C@H]1CN(CCN2C(=O)C=Cc3ncc(F)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncccc54)CC3)nc2N1,0,6822
3427,Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)N5CCC5)cc4C(=O)c3c2,O=c1c2cc(NS(=O)(=O)N3CCC3)ccc2ccc2ncc(-c3cn[nH]c3)cc12,0,6823
4338,FC(F)(F)c1cc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)ccc1Cl,O=C(Nc1ccccc1)N1CCN(CC2CCCN(C3CC3)C2)CC1,1,6824
6263,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(CS(=O)(=O)C)cc3F)cn2)c4onc(n4)C(F)(F)F,c1ccc(COc2cnc(N3CCN(c4ncno4)CC3)nc2)cc1,0,6825
3898,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC,c1ccc(C(c2ccccc2)N2CCN(Cc3c[nH]cn3)CC2)cc1,0,6826
6963,COc1cncc(c1)c2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1,1,6827
6566,Cn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(N)nn7,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(c4cn[nH]c4)(c4nnco4)N3)n2)nc1,0,6828
4410,C(CNCCC(c1ccccc1)c2ccccc2)Cc3ccccc3,c1ccc(CCCNCCC(c2ccccc2)c2ccccc2)cc1,1,6829
4688,OC(=O)[C@H](Cc1ccccc1C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,6830
1655,C[C@@H]1NC(=N[C@@]1(c2ccc(F)cc2)c3ccc(F)nc3)c4cc(ccn4)C(=O)N,c1ccc(C2(c3cccnc3)CNC(c3ccccn3)=N2)cc1,1,6831
1301,CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cncnc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,O=C(NCc1ccccc1)C1CCC(N2CCC(c3cncnc3)CC2)C1,1,6832
6692,Fc1cnc2ccc(OCCCC#N)nc2c1CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,6833
7836,CNC(=O)c1ccc(Nc2nc(OC3CCCC3)c4c(c[nH]c4n2)c5ccc6nc(C)oc6c5)c(OC)c1,c1ccc(Nc2nc(OC3CCCC3)c3c(-c4ccc5ncoc5c4)c[nH]c3n2)cc1,0,6834
1482,Cc1cccc(C)c1C(=O)N2CCC(CC2)N3CC[C@H](C3)N(Cc4ccccc4)C(=O)C5CC5,O=C(c1ccccc1)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,1,6835
1,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,0,6836
4366,Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)c5ccc(cc5)c6ccn[nH]6)c7cc(O)ncn7,O=C1N(c2ccc(-c3ccc(-c4ccn[nH]4)cc3)cc2)C(=O)C2(CCN(Cc3ccccn3)CC2)N1c1ccncn1,1,6837
492,COC(=O)c1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccccc23)CC1,1,6838
7962,CN1N=CC(=CC1=O)N2CCC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2=O,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3cn[nH]c(=O)c3)C4=O)ccc21,0,6839
7150,C1CC(CCO1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccncc6,c1ccc2c3c([nH]c2c1)C(C1CCOCC1)NC(c1nc(-c2ccncc2)c[nH]1)C3,1,6840
3551,ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4ccccn4)cc1,c1ccc(CNCCc2c(-c3ccccn3)[nH]c3ccccc23)cc1,1,6841
943,CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3ccncn3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,O=C(NCc1ccccc1)C1CCC(N2CCC(c3ccncn3)CC2)C1,1,6842
713,CN(C)C(=N)c1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cn3,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,1,6843
1870,O=C1[C@@H]2CCN1[C@H]3CCc4ccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)cc34,O=C1C2CCN1C1CCc3ccc(cc31)Oc1cccc(c1)Cn1cncc1CN2,1,6844
125,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,1,6845
1315,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(C)(F)F)n2C,c1ncc(-c2nnc(SCCCN3CCc4ccc5ocnc5c4CC3)[nH]2)o1,1,6846
515,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,O=S(=O)(Nc1ccncn1)c1ccccc1,0,6847
7610,Cc1c(ccc(F)c1C#N)[C@@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4ccc(cn4)n5cnnn5,O=C(Cc1ccc(-n2cnnn2)cn1)N1CCN2CC(c3ccccc3)OCC2C1,0,6848
5894,CSc1nc(ccc1C(=O)NC23CC4CC(CC(C4)C2)C3)N5C[C@@H]6[C@H](C5)[C@H]6C(=O)O,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CC3CC3C2)nc1,0,6849
4122,Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCC3)cc2)c1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,0,6850
7628,CC(C)(O)[C@@H]1CC[C@H](CC1)Nc2ccc3ncc(c4cccc(Cl)c4)n3n2,c1ccc(-c2cnc3ccc(NC4CCCCC4)nn23)cc1,0,6851
1189,C[C@@H]1CCCN1CCCOc2ccc(cc2)N3CCN(CC3=O)C(=O)c4ccc(F)cc4.OC=O,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1,0,6852
164,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5C,O=C(Nc1ccc2[nH]cc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3)c2c1)OC1CCCC1,0,6853
3253,COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CCc4nc5ccc(Cl)cc5[nH]4,c1ccc(CCN2CC(CCc3nc4ccccc4[nH]3)C(c3ccccc3)C2)cc1,1,6854
2304,COc1ccc(CCN2[C@H](CN(NS(=O)(=O)CF)C2=O)c3ccc(OC)cc3)cc1,O=C1NCC(c2ccccc2)N1CCc1ccccc1,0,6855
41,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,0,6856
3881,CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cscn3)CC2)c4cccnc4,c1ccc(C(c2cccnc2)N2CCN(Cc3cscn3)CC2)cc1,0,6857
5540,COc1cc2nnc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1C4CCN(CCO)CC4,c1ccc(Nc2cnnc3ccc(C4CCNCC4)cc23)cc1,0,6858
4126,O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(OCCCCN3CCCCC3)cc2,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,0,6859
7249,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN(C)CC5(C)COC5)cc4,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CNCC3COC3)cc2)C1,0,6860
3903,CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccccn3)CC2)c4ccccn4,c1ccc(C(c2ccccn2)N2CCN(Cc3ccccn3)CC2)cc1,0,6861
466,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,O=C(OC1CC2CCC(C1)N2)c1ccccc1,1,6862
2241,OCC1CCCN(C1)C(=O)CC2CCN(Cc3oc(cc3)c4ccc(Cl)cc4)CC2,O=C(CC1CCN(Cc2ccc(-c3ccccc3)o2)CC1)N1CCCCC1,1,6863
7016,O=C(Nc1cc(on1)C2CC2)n3ccc4cc(Oc5ncnc6CNCc56)ccc34,O=C(Nc1cc(C2CC2)on1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,0,6864
7773,O=S(=O)(NCCN1CC2CN(CCOc3ccc(cc3)C#N)CC(C1)O2)c4ccc(cc4)C#N,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,6865
4524,CCc1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nccs2)CC1,0,6866
4676,O=C(Cc1ccncc1)N2CCC(CC2)c3ccc(NC(=O)c4nc(c[nH]4)C#N)c(c3)C5=CCCCC5,O=C(Nc1ccc(C2CCN(C(=O)Cc3ccncc3)CC2)cc1C1=CCCCC1)c1ncc[nH]1,1,6867
3869,Cc1ccc(Cn2c(nc3ccccc23)[C@H]4CNCCO4)cc1,c1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1,1,6868
6836,COc1nc(nc(C)c1F)N2C[C@H]3C(=O)N(C)C(=N)N[C@]3(C2)c4ccc(F)cc4F,N=C1NC(=O)C2CN(c3ncccn3)CC2(c2ccccc2)N1,1,6869
31,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,c1ccc2c(c1)Nc1ccccc1S2,1,6870
7231,COc1ccc2C(N(Cc3ccccc3c4ccccc4)C(=O)c2c1C)C(=O)NC(C)(C)C,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,0,6871
5052,CC(=O)NC1CC2CCC(C1)N2Cc3ccc(Oc4nc5ncccc5s4)cc3,c1cnc2nc(Oc3ccc(CN4C5CCCC4CC5)cc3)sc2c1,1,6872
8161,C[C@@H]1CC[C@H](Nc2ncc(C(=O)N)c3sc(cc23)c4ccccc4)[C@H](C)N1,c1ccc(-c2cc3c(NC4CCCNC4)nccc3s2)cc1,1,6873
6764,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)cc(F)cc5N(CC(F)(F)F)C4=O,O=C1Nc2ccccc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,1,6874
3880,Fc1cccc(c1)S(=O)(=O)c2ccc3c4CCNC5(CCCOC5)c4oc3c2,O=S(=O)(c1ccccc1)c1ccc2c3c(oc2c1)C1(CCCOC1)NCC3,1,6875
1504,CNCc1ccc(Cl)cc1Oc2ccc(C)c(C)c2,c1ccc(Oc2ccccc2)cc1,1,6876
5880,COC[C@H](C)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4ccn(C)n4,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,0,6877
609,COc1cccc(CN2CCCCCCC2)c1OCc3csc(n3)c4ccccc4,c1ccc(-c2nc(COc3ccccc3CN3CCCCCCC3)cs2)cc1,1,6878
6095,COc1cnc2C=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@H](F)C3)c2c1,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncccc54)CC3)nc2N1,0,6879
7298,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCN(C)CC5)c(F)c4,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CCNCC3)cc2)C1,0,6880
2836,Cc1cccc(N2CCN(CCNC(=O)c3cc(n(C)c3C)C(C)(C)C)CC2)c1C,O=C(NCCN1CCN(c2ccccc2)CC1)c1cc[nH]c1,0,6881
1133,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCNS(=O)(=O)c6ccccc6)c2)CC1,O=S(=O)(NCC#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)cs1)c1ccccc1,1,6882
2008,O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4onc(n4)c5ccccn5,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,0,6883
4486,Cc1ncc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCC(F)(F)F)nc4,O=C(NC1COc2cccc(-c3cncnc3)c2C1)c1cccnc1,1,6884
4372,Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)c5ccc6scnc6c5)c7cc(O)ncn7,O=C1N(c2ccc(-c3ccc4scnc4c3)cc2)C(=O)C2(CCN(Cc3ccccn3)CC2)N1c1ccncn1,1,6885
3081,CN(\C=N\c1ccc(C)cc1C)\C=N\c2ccc(C)cc2C,C(=Nc1ccccc1)NC=Nc1ccccc1,0,6886
1780,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)N(CC2CC2)CCC315,1,6887
5219,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,0,6888
383,COc1ccc2[nH]c(nc2c1)[S+]([O-])Cc3ncc(C)c(OC)c3C,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,0,6889
4723,OC(=O)COc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,1,6890
2994,Cc1nc2ccccc2n1C3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C5CC[S+]([O-])CC5)c6cccc(F)c6,O=C(NC(CCN1C2CCC1CC(n1cnc3ccccc31)C2)c1ccccc1)C1CC[SH+]CC1,1,6891
2735,Cc1n[nH]c(C)c1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,O=C(NC1CCOc2nc(-c3ccccc3)c(-c3ccccc3)cc21)c1cn[nH]c1,1,6892
1486,Cc1ccccc1[C@@H]2CCN(C[C@@H]3CCc4cccnc4[C@@H](O)C3)C[C@H]2CO,c1ccc(C2CCN(CC3CCc4cccnc4CC3)CC2)cc1,0,6893
7642,O=S(=O)(NCCN1CC2CN(Cc3coc4ccccc34)CC(C1)O2)c5ccc(cc5)C#N,O=S(=O)(NCCN1CC2CN(Cc3coc4ccccc34)CC(C1)O2)c1ccccc1,0,6894
4395,OC(=O)C1=CC(=C2C=CC=CN2C1=O)CN3CCN(CC3)c4ccc(Br)cc4,O=c1ccc(CN2CCN(c3ccccc3)CC2)c2ccccn12,1,6895
7210,FC(F)(F)c1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,6896
7430,C(CCc1ccc(OCCCN2CCCCCC2)cc1)CN3CCN(CC3)c4cccc5cccnc45,c1cnc2c(N3CCN(CCCCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,1,6897
1814,Cc1cccc(Nc2nc(NCCN)ncc2C(=O)N)c1,c1ccc(Nc2ccncn2)cc1,1,6898
5311,CN1CCC(COCc2cc(Cl)cc(n2)C(F)(F)F)(CC1)c3ccccc3,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1,0,6899
6577,CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CC8CC8)C(=O)O7,O=c1oc(C2(c3cn[nH]c3)NC(c3nc(-c4ccccn4)c[nH]3)Cc3c2[nH]c2ccccc32)nn1CC1CC1,1,6900
7945,Fc1ccc(CC(c2cccnc2)c3cccnc3)c(c1)c4cccc(c4)C(F)(F)F,c1ccc(-c2ccccc2CC(c2cccnc2)c2cccnc2)cc1,1,6901
1654,C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)[C@@](C)(O)C(F)(F)F,O=S(=O)(c1ccccc1)N1CCN(CC2CC2)CC1,0,6902
2824,OC(=O)CCNC(=O)c1ccc(cc1)\N=N\c2ccc(O)c(c2)C(=O)O,c1ccc(N=Nc2ccccc2)cc1,0,6903
880,CC(=O)N1CCN(CCC[C@]2([C@@H]3COc4ccc(F)cc4N3N=C2C(=O)C)c5ccccc5)CC1,C1=NN2c3ccccc3OCC2C1(CCCN1CCNCC1)c1ccccc1,1,6904
7352,CC1CCN(CCCOC2=NN(C(=O)C=C2)c3ccc(F)c(Cl)c3)CC1,O=c1ccc(OCCCN2CCCCC2)nn1-c1ccccc1,1,6905
4385,Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)c5ccc(cc5C)C(=O)O)c6ncccn6,O=C1N(c2ccc(-c3ccccc3)cc2)C(=O)C2(CCN(Cc3ccccn3)CC2)N1c1ncccn1,0,6906
7747,OC(=O)CCCOc1ccc(cc1)c2cc(OC(F)(F)F)ccc2Cl,c1ccc(-c2ccccc2)cc1,0,6907
4842,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)cc1Cl,O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1)c1ccccc1,1,6908
8064,Fc1ccc(OCCCNC(=N)Nc2ccc(Cl)cc2)cc1,N=C(NCCCOc1ccccc1)Nc1ccccc1,1,6909
62,Clc1cccc(Cl)c1NC2=NCCN2,c1ccc(NC2=NCCN2)cc1,0,6910
5463,CC1=CC(=O)Oc2c(Cl)c(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)ccc12,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,6911
4929,COc1cccc(c1)c2cc(NC(=O)CCCN3CCCCC3)[nH]n2,O=C(CCCN1CCCCC1)Nc1cc(-c2ccccc2)n[nH]1,1,6912
6721,FC(F)Oc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,6913
5539,COc1cc2nnc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1C4CCN(CC4)C(C)C,c1ccc(Nc2cnnc3ccc(C4CCNCC4)cc23)cc1,0,6914
1203,CS(=O)(=O)c1ccc(cc1)C(=O)N2CCN(C(=O)C2)c3ccc(OC4CCN(CC4)C5CCC5)cc3.OC=O,O=C(c1ccccc1)N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(=O)C1,0,6915
5360,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN3CC[C@@H](C3)N4C(=O)Cc5ccccc45)C2,O=C1Cc2ccccc2N1C1CCN(CC2CC3CCC(C2)N3)C1,1,6916
3052,O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CCOCC5)c3,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCOCC2)c1,0,6917
5639,CN1[C@@H]2CCC[C@H]1C[C@@H](C2)NC(=O)c3cccc4oc(nc34)N5CCOCC5,O=C(NC1CC2CCCC(C1)N2)c1cccc2oc(N3CCOCC3)nc12,1,6918
5818,Cc1cccc(c1)C(=O)Nc2cccc(NC(=O)c3cccc(c3)C(F)(F)F)c2,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,0,6919
2990,Cl.Cc1cc(nc(C)n1)C(=O)NCCCN2CCN(CC2)c3cccc(Cl)c3Cl,O=C(NCCCN1CCN(c2ccccc2)CC1)c1ccncn1,1,6920
3833,CCN(Cc1cc(ccc1c2cc(CC(=O)O)ccc2OC)C(F)(F)F)C(=O)OCc3ccccc3,O=C(NCc1ccccc1-c1ccccc1)OCc1ccccc1,0,6921
7913,CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4ccccn4,C1=C(CN2CCOCC2)NC(c2ccccn2)=NC1c1ccccc1,1,6922
2047,COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)C3CCC(CC3)(NC(=O)C)c4ccccc4)C(C)(C)C2,O=C(C1CCC(NCc2ccccc2)CC1)C1CCC(c2ccccc2)CC1,1,6923
